plz,abgefrage_plz,ort,angebotenes_impfzentrum,public_key_impfzentrum,distanz_zum_impfzentrum(km),json_daten_impfzentrum
27243,27243,Dünsen bei Bassum,IZ Oldenburg - Land,857394048932387,20,"{'resultList': [{'vaccinationCenterPk': 857394048932387, 'name': 'IZ Oldenburg - Land', 'streetName': 'Westring', 'streetNumber': '7', 'zipcode': '27793', 'city': 'Wildeshausen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27243,27243,Groß Ippener,IZ Oldenburg - Land,857394048932387,20,"{'resultList': [{'vaccinationCenterPk': 857394048932387, 'name': 'IZ Oldenburg - Land', 'streetName': 'Westring', 'streetNumber': '7', 'zipcode': '27793', 'city': 'Wildeshausen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27243,27243,Harpstedt,IZ Oldenburg - Land,857394048932387,20,"{'resultList': [{'vaccinationCenterPk': 857394048932387, 'name': 'IZ Oldenburg - Land', 'streetName': 'Westring', 'streetNumber': '7', 'zipcode': '27793', 'city': 'Wildeshausen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27243,27243,Kirchseelte,IZ Oldenburg - Land,857394048932387,20,"{'resultList': [{'vaccinationCenterPk': 857394048932387, 'name': 'IZ Oldenburg - Land', 'streetName': 'Westring', 'streetNumber': '7', 'zipcode': '27793', 'city': 'Wildeshausen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27243,27243,Prinzhöfte,IZ Oldenburg - Land,857394048932387,20,"{'resultList': [{'vaccinationCenterPk': 857394048932387, 'name': 'IZ Oldenburg - Land', 'streetName': 'Westring', 'streetNumber': '7', 'zipcode': '27793', 'city': 'Wildeshausen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27243,27243,Winkelsett,IZ Oldenburg - Land,857394048932387,20,"{'resultList': [{'vaccinationCenterPk': 857394048932387, 'name': 'IZ Oldenburg - Land', 'streetName': 'Westring', 'streetNumber': '7', 'zipcode': '27793', 'city': 'Wildeshausen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27245,27245,Bahrenborstel,IZ Diepholz,388653711573632,35,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27245,27245,Barenburg,IZ Diepholz,388653711573632,35,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27245,27245,Kirchdorf bei Sulingen,IZ Diepholz,388653711573632,35,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27246,27246,Borstel (Kreis Diepholz),IZ Diepholz,388653711573632,35,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27248,27248,Ehrenburg,IZ Diepholz,388653711573632,15,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27249,27249,Maasen,IZ Diepholz,388653711573632,30,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27249,27249,Mellinghausen,IZ Diepholz,388653711573632,30,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27251,27251,Neuenkirchen bei Bassum,IZ Diepholz,388653711573632,15,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27251,27251,Scholen,IZ Diepholz,388653711573632,15,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27252,27252,Schwaförden,IZ Diepholz,388653711573632,20,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27254,27254,Siedenburg,IZ Diepholz,388653711573632,35,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27254,27254,Staffhorst,IZ Diepholz,388653711573632,35,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27257,27257,Affinghausen,IZ Diepholz,388653711573632,15,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27257,27257,Sudwalde,IZ Diepholz,388653711573632,15,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27259,27259,Freistatt,IZ Diepholz,388653711573632,30,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27259,27259,Varrel,IZ Diepholz,388653711573632,30,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27259-49453,27259,Wehrbleck,IZ Diepholz,388653711573632,30,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27283,27283,Verden (Aller),IZ Verden,953104844088231,5,"{'resultList': [{'vaccinationCenterPk': 953104844088231, 'name': 'IZ Verden', 'streetName': 'Lindhooper Straße', 'streetNumber': '67a', 'zipcode': '27283', 'city': 'Verden (Aller)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27299,27299,Langwedel (Weser),IZ Verden,953104844088231,10,"{'resultList': [{'vaccinationCenterPk': 953104844088231, 'name': 'IZ Verden', 'streetName': 'Lindhooper Straße', 'streetNumber': '67a', 'zipcode': '27283', 'city': 'Verden (Aller)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27305,27305,Bruchhausen-Vilsen,IZ Diepholz,388653711573632,25,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27308,27308,Kirchlinteln,IZ Verden,953104844088231,15,"{'resultList': [{'vaccinationCenterPk': 953104844088231, 'name': 'IZ Verden', 'streetName': 'Lindhooper Straße', 'streetNumber': '67a', 'zipcode': '27283', 'city': 'Verden (Aller)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27313,27313,Dörverden,IZ Verden,953104844088231,15,"{'resultList': [{'vaccinationCenterPk': 953104844088231, 'name': 'IZ Verden', 'streetName': 'Lindhooper Straße', 'streetNumber': '67a', 'zipcode': '27283', 'city': 'Verden (Aller)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27318,27318,Hilgermissen,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27318,27318,Hoya,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27318,27318,Hoyerhagen,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27321,27321,Emtinghausen,IZ Verden,953104844088231,25,"{'resultList': [{'vaccinationCenterPk': 953104844088231, 'name': 'IZ Verden', 'streetName': 'Lindhooper Straße', 'streetNumber': '67a', 'zipcode': '27283', 'city': 'Verden (Aller)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27321,27321,Thedinghausen,IZ Verden,953104844088231,25,"{'resultList': [{'vaccinationCenterPk': 953104844088231, 'name': 'IZ Verden', 'streetName': 'Lindhooper Straße', 'streetNumber': '67a', 'zipcode': '27283', 'city': 'Verden (Aller)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27324,27324,Eystrup,IZ Nienburg,688833232298136,10,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27324,27324,Gandesbergen,IZ Nienburg,688833232298136,10,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27324,27324,Hämelhausen,IZ Nienburg,688833232298136,10,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27324,27324,Hassel (Weser),IZ Nienburg,688833232298136,10,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27324-27333,27324,Schweringen,IZ Nienburg,688833232298136,10,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27327,27327,Martfeld,IZ Diepholz,388653711573632,35,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27327,27327,Schwarme,IZ Diepholz,388653711573632,35,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27330,27330,Asendorf (Landkreis Diepholz),IZ Diepholz,388653711573632,35,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27333,27333,Bücken,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27333,27333,Warpe,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
27336,27336,Frankenfeld,IZ Heidekreis Biontech Nachimpfungen,919867413364900,45,"{'resultList': [{'vaccinationCenterPk': 919867413364900, 'name': 'IZ Heidekreis Biontech Nachimpfungen', 'streetName': 'Soltauer Str.', 'streetNumber': '39', 'zipcode': '29683', 'city': 'Bad Fallingbostel', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27336,27336,Häuslingen,IZ Heidekreis Biontech Nachimpfungen,919867413364900,45,"{'resultList': [{'vaccinationCenterPk': 919867413364900, 'name': 'IZ Heidekreis Biontech Nachimpfungen', 'streetName': 'Soltauer Str.', 'streetNumber': '39', 'zipcode': '29683', 'city': 'Bad Fallingbostel', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
27336,27336,Rethem (Aller),IZ Heidekreis Biontech Nachimpfungen,919867413364900,45,"{'resultList': [{'vaccinationCenterPk': 919867413364900, 'name': 'IZ Heidekreis Biontech Nachimpfungen', 'streetName': 'Soltauer Str.', 'streetNumber': '39', 'zipcode': '29683', 'city': 'Bad Fallingbostel', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
